Search interest in same sex marriage by city on 6/26,,,,
"All values indexed to 100, where 100 is the max search interest",,,,
City,State,Country,Indexed Search Interest,Time in EST
Coral Springs,Florida,United States,2.3,9:30 AM
Oakland,California,United States,2.2,9:30 AM
Iowa City,Iowa,United States,2.1,9:30 AM
Garland,Texas,United States,2.1,9:30 AM
Norwalk,Connecticut,United States,2.1,9:30 AM
Fresno,California,United States,1.7,9:30 AM
Mobile,Alabama,United States,1.5,9:30 AM
Sioux Falls,South Dakota,United States,1.5,9:30 AM
Clarksburg,Maryland,United States,1.4,9:30 AM
Panama City Beach,Florida,United States,1.3,9:30 AM
Lancaster,Pennsylvania,United States,1.2,9:30 AM
Beckett Ridge,Ohio,United States,1.1,9:30 AM
Akron,Ohio,United States,1.0,9:30 AM
Kansas City,Missouri,United States,0.8,9:30 AM
West Memphis,Arkansas,United States,0.7,9:30 AM
Durham,North Carolina,United States,0.7,9:30 AM
Lexington,Kentucky,United States,0.7,9:30 AM
Arlington,Virginia,United States,0.6,9:30 AM
Cambridge,Massachusetts,United States,0.5,9:30 AM
Salt Lake City,Utah,United States,0.5,9:30 AM
Hyattsville,Maryland,United States,0.5,9:30 AM
Saint Paul,Minnesota,United States,0.4,9:30 AM
Birmingham,Alabama,United States,0.4,9:30 AM
Yonkers,New York,United States,0.4,9:30 AM
Washington,District of Columbia,United States,0.3,9:30 AM
Columbus,Ohio,United States,0.3,9:30 AM
Pittsburgh,Pennsylvania,United States,0.3,9:30 AM
Omaha,Nebraska,United States,0.3,9:30 AM
Seattle,Washington,United States,0.3,9:30 AM
Richmond,Virginia,United States,0.3,9:30 AM
Jacksonville,Florida,United States,0.2,9:30 AM
Chicago,Illinois,United States,0.2,9:30 AM
Charlotte,North Carolina,United States,0.2,9:30 AM
Houston,Texas,United States,0.2,9:30 AM
Los Angeles,California,United States,0.2,9:30 AM
Sheridan,Oregon,United States,0.2,9:30 AM
New York,New York,United States,0.1,9:30 AM
Detroit,Michigan,United States,0.1,9:30 AM
Boston,Massachusetts,United States,0.1,9:30 AM
Atlanta,Georgia,United States,0.1,9:30 AM
Dallas,Texas,United States,0.1,9:30 AM
Riverton,Utah,United States,100.0,9:31 AM
Sugar Mountain,North Carolina,United States,50.0,9:31 AM
Appleby,Texas,United States,50.0,9:31 AM
Paris,Kentucky,United States,50.0,9:31 AM
Woodside,California,United States,33.3,9:31 AM
Frankenmuth,Michigan,United States,33.3,9:31 AM
Algood,Tennessee,United States,25.0,9:31 AM
Fort Mitchell,Kentucky,United States,25.0,9:31 AM
Watervliet,New York,United States,20.0,9:31 AM
Inez,Kentucky,United States,20.0,9:31 AM
Fairlawn,Ohio,United States,20.0,9:31 AM
Shelby,North Carolina,United States,20.0,9:31 AM
Duxbury,Massachusetts,United States,20.0,9:31 AM
Forest City,North Carolina,United States,20.0,9:31 AM
Marion,Indiana,United States,14.3,9:31 AM
Garden City,Georgia,United States,14.3,9:31 AM
Robbinsville,New Jersey,United States,14.3,9:31 AM
Cleburne,Texas,United States,12.5,9:31 AM
Simsbury,Connecticut,United States,12.5,9:31 AM
Robinson Township,Pennsylvania,United States,12.5,9:31 AM
Ocean Isle Beach,North Carolina,United States,11.1,9:31 AM
West Covina,California,United States,11.1,9:31 AM
Orangeburg,South Carolina,United States,10.0,9:31 AM
Hamilton City,California,United States,9.1,9:31 AM
West Jordan,Utah,United States,9.1,9:31 AM
Kernersville,North Carolina,United States,8.3,9:31 AM
Mandeville,Louisiana,United States,7.7,9:31 AM
Maryville,Tennessee,United States,7.1,9:31 AM
San Leandro,California,United States,7.1,9:31 AM
Lawrence Township,New Jersey,United States,6.3,9:31 AM
Palm Bay,Florida,United States,5.9,9:31 AM
Centerville,Utah,United States,5.9,9:31 AM
Royse City,Texas,United States,5.6,9:31 AM
Ormond Beach,Florida,United States,5.3,9:31 AM
Montgomery,Ohio,United States,5.0,9:31 AM
Jackson,New Jersey,United States,4.8,9:31 AM
Woodbury,Minnesota,United States,4.0,9:31 AM
Woburn,Massachusetts,United States,3.6,9:31 AM
Franklin,Tennessee,United States,3.4,9:31 AM
Fort Riley,Kansas,United States,3.0,9:31 AM
Sanford,Florida,United States,2.9,9:31 AM
Garland,Texas,United States,2.4,9:31 AM
Norwalk,Connecticut,United States,2.3,9:31 AM
Hays,Kansas,United States,2.2,9:31 AM
Fresno,California,United States,2.2,9:31 AM
Athens,Georgia,United States,2.0,9:31 AM
Newport,South Carolina,United States,1.9,9:31 AM
Melbourne,Florida,United States,1.8,9:31 AM
Plantation,Florida,United States,1.4,9:31 AM
Long Beach,California,United States,1.4,9:31 AM
Doral,Florida,United States,1.4,9:31 AM
King of Prussia,Pennsylvania,United States,1.3,9:31 AM
Blacksburg,Virginia,United States,1.2,9:31 AM
Dayton,Ohio,United States,1.2,9:31 AM
Bethesda,Maryland,United States,1.2,9:31 AM
Brookhaven,Georgia,United States,1.1,9:31 AM
Mountain View,California,United States,1.0,9:31 AM
Little Rock,Arkansas,United States,1.0,9:31 AM
Dearborn,Michigan,United States,1.0,9:31 AM
Cambridge,Massachusetts,United States,1.0,9:31 AM
Charleston,South Carolina,United States,0.9,9:31 AM
Arlington,Virginia,United States,0.6,9:31 AM
Dallas,Texas,United States,0.5,9:31 AM
New Orleans,Louisiana,United States,0.5,9:31 AM
Austin,Texas,United States,0.5,9:31 AM
Columbus,Ohio,United States,0.5,9:31 AM
Yonkers,New York,United States,0.4,9:31 AM
Baltimore,Maryland,United States,0.3,9:31 AM
Raleigh,North Carolina,United States,0.3,9:31 AM
Louisville,Kentucky,United States,0.3,9:31 AM
Jacksonville,Florida,United States,0.2,9:31 AM
San Diego,California,United States,0.2,9:31 AM
Minneapolis,Minnesota,United States,0.2,9:31 AM
Washington,District of Columbia,United States,0.2,9:31 AM
Altamonte Springs,Florida,United States,0.2,9:31 AM
Denver,Colorado,United States,0.2,9:31 AM
Chicago,Illinois,United States,0.1,9:31 AM
Houston,Texas,United States,0.1,9:31 AM
San Antonio,Texas,United States,0.1,9:31 AM
New York,New York,United States,0.1,9:31 AM
Boston,Massachusetts,United States,0.1,9:31 AM
San Francisco,California,United States,0.1,9:31 AM
Sheridan,Oregon,United States,0.1,9:31 AM
Charlotte,North Carolina,United States,0.1,9:31 AM
Hidalgo,Texas,United States,100.0,9:32 AM
Woodruff,Wisconsin,United States,100.0,9:32 AM
Long Prairie,Minnesota,United States,33.3,9:32 AM
Dyersburg,Tennessee,United States,25.0,9:32 AM
DeWitt,Michigan,United States,20.0,9:32 AM
Park Forest,Illinois,United States,20.0,9:32 AM
Havertown,Pennsylvania,United States,16.7,9:32 AM
Heathrow,Florida,United States,16.7,9:32 AM
Rhinelander,Wisconsin,United States,16.7,9:32 AM
Vallejo,California,United States,16.7,9:32 AM
Oxford,Ohio,United States,12.5,9:32 AM
Henderson,North Carolina,United States,11.1,9:32 AM
Berkeley Township,New Jersey,United States,9.1,9:32 AM
Plainfield,Indiana,United States,9.1,9:32 AM
Blountville,Tennessee,United States,8.3,9:32 AM
Mamaroneck,New York,United States,7.7,9:32 AM
North Little Rock,Arkansas,United States,7.7,9:32 AM
Noblesville,Indiana,United States,7.7,9:32 AM
Corona,California,United States,7.1,9:32 AM
Clinton,Maryland,United States,6.3,9:32 AM
Shrewsbury,Massachusetts,United States,5.3,9:32 AM
East Lansing,Michigan,United States,4.5,9:32 AM
San Marcos,Texas,United States,4.5,9:32 AM
Middletown,New Jersey,United States,4.3,9:32 AM
Elyria,Ohio,United States,4.2,9:32 AM
Spring Hill,Tennessee,United States,3.2,9:32 AM
Gainesville,Georgia,United States,2.8,9:32 AM
Boylston,Massachusetts,United States,1.6,9:32 AM
Hartford,Connecticut,United States,1.6,9:32 AM
Farmington Hills,Michigan,United States,1.3,9:32 AM
Golden Valley,Minnesota,United States,1.1,9:32 AM
Danbury,Connecticut,United States,1.0,9:32 AM
Yonkers,New York,United States,1.0,9:32 AM
Corpus Christi,Texas,United States,1.0,9:32 AM
Columbia,South Carolina,United States,0.9,9:32 AM
Irving,Texas,United States,0.8,9:32 AM
Cary,North Carolina,United States,0.8,9:32 AM
Tallahassee,Florida,United States,0.7,9:32 AM
Richmond,Virginia,United States,0.7,9:32 AM
Sacramento,California,United States,0.7,9:32 AM
Louisville,Kentucky,United States,0.6,9:32 AM
Cambridge,Massachusetts,United States,0.5,9:32 AM
Miami,Florida,United States,0.5,9:32 AM
Hyattsville,Maryland,United States,0.4,9:32 AM
Portland,Oregon,United States,0.4,9:32 AM
San Francisco,California,United States,0.4,9:32 AM
Austin,Texas,United States,0.3,9:32 AM
Detroit,Michigan,United States,0.2,9:32 AM
Atlanta,Georgia,United States,0.2,9:32 AM
Phoenix,Arizona,United States,0.2,9:32 AM
Minneapolis,Minnesota,United States,0.2,9:32 AM
New York,New York,United States,0.2,9:32 AM
Washington,District of Columbia,United States,0.1,9:32 AM
San Antonio,Texas,United States,0.1,9:32 AM
Sheridan,Oregon,United States,0.1,9:32 AM
Philadelphia,Pennsylvania,United States,0.1,9:32 AM
Los Angeles,California,United States,0.1,9:32 AM
Chicago,Illinois,United States,0.1,9:32 AM
Berryville,Virginia,United States,50.0,9:33 AM
Bulverde,Texas,United States,50.0,9:33 AM
Rosaryville,Maryland,United States,50.0,9:33 AM
Tallapoosa,Georgia,United States,33.3,9:33 AM
Magna,Utah,United States,33.3,9:33 AM
Silver Lake,North Carolina,United States,33.3,9:33 AM
Spry,Pennsylvania,United States,25.0,9:33 AM
Tyringham,Massachusetts,United States,25.0,9:33 AM
Lyman,Mississippi,United States,20.0,9:33 AM
Kennebunk,Maine,United States,16.7,9:33 AM
Inniswold,Louisiana,United States,16.7,9:33 AM
Bay Hill,Florida,United States,16.7,9:33 AM
Columbus,Mississippi,United States,14.3,9:33 AM
Macomb,Illinois,United States,14.3,9:33 AM
Lake Heritage,Pennsylvania,United States,14.3,9:33 AM
Riverview,Florida,United States,14.3,9:33 AM
Coloma,California,United States,12.5,9:33 AM
Eatontown,New Jersey,United States,12.5,9:33 AM
DeForest,Wisconsin,United States,10.0,9:33 AM
Oak Hill,Tennessee,United States,9.1,9:33 AM
Marion,Ohio,United States,8.3,9:33 AM
North Little Rock,Arkansas,United States,8.3,9:33 AM
Miami Springs,Florida,United States,7.7,9:33 AM
Enid,Oklahoma,United States,7.7,9:33 AM
Plattsburgh,New York,United States,7.1,9:33 AM
Kent,Ohio,United States,6.3,9:33 AM
Livermore,California,United States,5.9,9:33 AM
Bowling Green,Ohio,United States,5.9,9:33 AM
Plainview,New York,United States,5.6,9:33 AM
Danvers,Massachusetts,United States,4.8,9:33 AM
Kentwood,Michigan,United States,4.5,9:33 AM
North Druid Hills,Georgia,United States,4.3,9:33 AM
Sparta Township,New Jersey,United States,4.0,9:33 AM
Howards Grove,Wisconsin,United States,3.8,9:33 AM
Palm Bay,Florida,United States,3.2,9:33 AM
Scottsdale,Arizona,United States,3.1,9:33 AM
Cockeysville,Maryland,United States,2.9,9:33 AM
Middle Township,New Jersey,United States,2.9,9:33 AM
Knightdale,North Carolina,United States,2.8,9:33 AM
Fairfax,Virginia,United States,2.7,9:33 AM
Farmington,Connecticut,United States,2.7,9:33 AM
Nashua,New Hampshire,United States,2.4,9:33 AM
McKinney,Texas,United States,2.3,9:33 AM
College Park,Maryland,United States,2.2,9:33 AM
Oviedo,Florida,United States,2.1,9:33 AM
Bloomington,Indiana,United States,2.1,9:33 AM
Dublin,Ohio,United States,1.9,9:33 AM
Alpharetta,Georgia,United States,1.6,9:33 AM
Glenview,Illinois,United States,1.6,9:33 AM
Lubbock,Texas,United States,1.4,9:33 AM
Dayton,Ohio,United States,1.4,9:33 AM
Horizon City,Texas,United States,1.3,9:33 AM
Gainesville,Florida,United States,1.3,9:33 AM
Syracuse,New York,United States,1.2,9:33 AM
Winston-Salem,North Carolina,United States,1.1,9:33 AM
Cleveland,Ohio,United States,1.0,9:33 AM
Lincoln,Nebraska,United States,1.0,9:33 AM
Charlottesville,Virginia,United States,1.0,9:33 AM
Pittsfield Charter Township,Michigan,United States,0.8,9:33 AM
Hartford,Connecticut,United States,0.8,9:33 AM
Jersey City,New Jersey,United States,0.8,9:33 AM
Providence,Rhode Island,United States,0.8,9:33 AM
Albany,New York,United States,0.7,9:33 AM
Toledo,Ohio,United States,0.7,9:33 AM
Virginia Beach,Virginia,United States,0.5,9:33 AM
Hyattsville,Maryland,United States,0.5,9:33 AM
Detroit,Michigan,United States,0.5,9:33 AM
Washington,District of Columbia,United States,0.5,9:33 AM
Salt Lake City,Utah,United States,0.5,9:33 AM
Miami,Florida,United States,0.5,9:33 AM
Cincinnati,Ohio,United States,0.4,9:33 AM
Saint Paul,Minnesota,United States,0.4,9:33 AM
Los Angeles,California,United States,0.3,9:33 AM
Columbus,Ohio,United States,0.3,9:33 AM
Nashville,Tennessee,United States,0.3,9:33 AM
Tampa,Florida,United States,0.3,9:33 AM
New York,New York,United States,0.3,9:33 AM
Boston,Massachusetts,United States,0.3,9:33 AM
Sheridan,Oregon,United States,0.2,9:33 AM
Minneapolis,Minnesota,United States,0.2,9:33 AM
Indianapolis,Indiana,United States,0.2,9:33 AM
Philadelphia,Pennsylvania,United States,0.2,9:33 AM
Dallas,Texas,United States,0.2,9:33 AM
Chicago,Illinois,United States,0.2,9:33 AM
Austin,Texas,United States,0.2,9:33 AM
Altamonte Springs,Florida,United States,0.2,9:33 AM
Myrtle Beach,South Carolina,United States,0.2,9:33 AM
San Francisco,California,United States,0.1,9:33 AM
San Antonio,Texas,United States,0.1,9:33 AM
Charlotte,North Carolina,United States,0.1,9:33 AM
Atlanta,Georgia,United States,0.1,9:33 AM
Houston,Texas,United States,0.1,9:33 AM
New Franklin,Ohio,United States,100.0,9:34 AM
Picnic Point-North Lynnwood,Washington,United States,50.0,9:34 AM
Collegeville,Pennsylvania,United States,50.0,9:34 AM
Haskell,Arkansas,United States,50.0,9:34 AM
Athens,Texas,United States,33.3,9:34 AM
Socastee,South Carolina,United States,25.0,9:34 AM
Goleta,California,United States,25.0,9:34 AM
Minooka,Illinois,United States,25.0,9:34 AM
Windham,Maine,United States,20.0,9:34 AM
Lower Grand Lagoon,Florida,United States,20.0,9:34 AM
Ozark,Missouri,United States,16.7,9:34 AM
Muskogee,Oklahoma,United States,14.3,9:34 AM
Morro Bay,California,United States,14.3,9:34 AM
Oberlin,Ohio,United States,14.3,9:34 AM
Clarks Summit,Pennsylvania,United States,14.3,9:34 AM
Eastham,Massachusetts,United States,11.1,9:34 AM
Shoreline,Washington,United States,11.1,9:34 AM
Eatontown,New Jersey,United States,10.0,9:34 AM
Beloit,Wisconsin,United States,10.0,9:34 AM
Dothan,Alabama,United States,8.7,9:34 AM
Rancho Cordova,California,United States,8.3,9:34 AM
Newport,Rhode Island,United States,8.3,9:34 AM
Martinez,Georgia,United States,7.7,9:34 AM
Redlands,California,United States,7.7,9:34 AM
Decatur,Georgia,United States,7.7,9:34 AM
Inniswold,Louisiana,United States,6.7,9:34 AM
Brunswick,Maine,United States,6.3,9:34 AM
Wright-Patterson Air Force Base,Ohio,United States,5.9,9:34 AM
Howell,Michigan,United States,5.9,9:34 AM
Redwood City,California,United States,5.6,9:34 AM
Simi Valley,California,United States,5.6,9:34 AM
Ball,Louisiana,United States,5.6,9:34 AM
Boynton Beach,Florida,United States,5.0,9:34 AM
Peabody,Massachusetts,United States,4.2,9:34 AM
Pikeville,Kentucky,United States,4.0,9:34 AM
Lone Tree,Colorado,United States,3.8,9:34 AM
Aquia Harbour,Virginia,United States,3.8,9:34 AM
Fall River,Massachusetts,United States,3.6,9:34 AM
Allen,Texas,United States,3.4,9:34 AM
Commack,New York,United States,2.9,9:34 AM
Sarasota,Florida,United States,2.9,9:34 AM
Burke,Virginia,United States,2.9,9:34 AM
Lexington,Massachusetts,United States,2.9,9:34 AM
Wilson,North Carolina,United States,2.8,9:34 AM
Pompano Beach,Florida,United States,2.4,9:34 AM
Reno,Nevada,United States,2.1,9:34 AM
Frederick,Maryland,United States,2.0,9:34 AM
Lafayette,Louisiana,United States,1.4,9:34 AM
Arlington Heights,Illinois,United States,1.3,9:34 AM
Stamford,Connecticut,United States,1.1,9:34 AM
New Haven,Connecticut,United States,1.1,9:34 AM
McAllen,Texas,United States,1.0,9:34 AM
Hartford,Connecticut,United States,0.8,9:34 AM
Knoxville,Tennessee,United States,0.7,9:34 AM
Hialeah,Florida,United States,0.7,9:34 AM
Sacramento,California,United States,0.6,9:34 AM
Hyattsville,Maryland,United States,0.5,9:34 AM
Portland,Oregon,United States,0.4,9:34 AM
Indianapolis,Indiana,United States,0.4,9:34 AM
San Francisco,California,United States,0.4,9:34 AM
Boston,Massachusetts,United States,0.4,9:34 AM
Yonkers,New York,United States,0.4,9:34 AM
Richmond,Virginia,United States,0.4,9:34 AM
Pittsburgh,Pennsylvania,United States,0.4,9:34 AM
Milwaukee,Wisconsin,United States,0.3,9:34 AM
Omaha,Nebraska,United States,0.3,9:34 AM
Baltimore,Maryland,United States,0.3,9:34 AM
Dallas,Texas,United States,0.2,9:34 AM
San Diego,California,United States,0.2,9:34 AM
Austin,Texas,United States,0.2,9:34 AM
Atlanta,Georgia,United States,0.2,9:34 AM
Chicago,Illinois,United States,0.1,9:34 AM
Nashville,Tennessee,United States,0.1,9:34 AM
Washington,District of Columbia,United States,0.1,9:34 AM
Houston,Texas,United States,0.1,9:34 AM
New York,New York,United States,0.1,9:34 AM
Detroit,Michigan,United States,0.1,9:34 AM
San Antonio,Texas,United States,0.1,9:34 AM
Charlotte,North Carolina,United States,0.1,9:34 AM
Los Angeles,California,United States,0.1,9:34 AM
Sheridan,Oregon,United States,0.0,9:34 AM
Pine Ridge,South Carolina,United States,100.0,9:35 AM
Blennerhassett,West Virginia,United States,50.0,9:35 AM
Callahan,Florida,United States,33.3,9:35 AM
Sherman,Illinois,United States,33.3,9:35 AM
Devon,Pennsylvania,United States,33.3,9:35 AM
Melrose,Massachusetts,United States,20.0,9:35 AM
Manitowoc,Wisconsin,United States,20.0,9:35 AM
Espanola,New Mexico,United States,20.0,9:35 AM
West Sacramento,California,United States,16.7,9:35 AM
Southlake,Texas,United States,12.5,9:35 AM
Clay Springs,Arizona,United States,12.5,9:35 AM
Sunderland,Massachusetts,United States,12.5,9:35 AM
Brewster,Massachusetts,United States,10.0,9:35 AM
Henderson,Kentucky,United States,10.0,9:35 AM
Forest Park,Illinois,United States,10.0,9:35 AM
Grayslake,Illinois,United States,9.1,9:35 AM
Lake Heritage,Pennsylvania,United States,9.1,9:35 AM
Saint Clair Shores,Michigan,United States,9.1,9:35 AM
Palm Desert,California,United States,9.1,9:35 AM
Nutley,New Jersey,United States,8.3,9:35 AM
Keller,Texas,United States,8.3,9:35 AM
Shawnee,Kansas,United States,8.3,9:35 AM
Tustin,California,United States,6.3,9:35 AM
Auburn,Washington,United States,5.0,9:35 AM
Owensboro,Kentucky,United States,4.8,9:35 AM
Georgetown,Texas,United States,4.8,9:35 AM
Santa Monica,California,United States,4.5,9:35 AM
Acworth,Georgia,United States,4.3,9:35 AM
Redmond,Washington,United States,4.0,9:35 AM
Abilene,Texas,United States,3.8,9:35 AM
Cheektowaga,New York,United States,3.4,9:35 AM
Tacoma,Washington,United States,3.4,9:35 AM
Spring Hill,Florida,United States,3.4,9:35 AM
St. Peters,Missouri,United States,3.0,9:35 AM
Wilson,North Carolina,United States,2.9,9:35 AM
Lewisville,Texas,United States,2.8,9:35 AM
SeaTac,Washington,United States,2.7,9:35 AM
Kalamazoo,Michigan,United States,2.6,9:35 AM
Fishers,Indiana,United States,2.6,9:35 AM
Bentonville,Arkansas,United States,2.3,9:35 AM
Yonkers,New York,United States,1.9,9:35 AM
Reading,Pennsylvania,United States,1.8,9:35 AM
Fayetteville,North Carolina,United States,1.3,9:35 AM
Columbia,South Carolina,United States,1.0,9:35 AM
Irving,Texas,United States,0.9,9:35 AM
Knoxville,Tennessee,United States,0.9,9:35 AM
Hyattsville,Maryland,United States,0.9,9:35 AM
Des Moines,Iowa,United States,0.8,9:35 AM
Toledo,Ohio,United States,0.8,9:35 AM
Jersey City,New Jersey,United States,0.7,9:35 AM
West Memphis,Arkansas,United States,0.7,9:35 AM
Virginia Beach,Virginia,United States,0.6,9:35 AM
San Francisco,California,United States,0.6,9:35 AM
Austin,Texas,United States,0.6,9:35 AM
Arlington,Virginia,United States,0.5,9:35 AM
San Diego,California,United States,0.5,9:35 AM
Miami,Florida,United States,0.4,9:35 AM
Ann Arbor,Michigan,United States,0.4,9:35 AM
